Lainhuutotodistus;5
Rasitustodistus;10
Vuokraoikeustodistus;5
Lainhuutotodistus oikeaksi todistettava;0
Rasitustodistus oikeaksi todistettava;0
Vuokraoikeustodistus oikeaksi todistettava;0
Ylläpitomaksu;0
