Lainhuutotodistus;0
Rasitustodistus;0
Vuokraoikeustodistus;0
Lainhuutotodistus oikeaksi todistettava;0
Rasitustodistus oikeaksi todistettava;0
Vuokraoikeustodistus oikeaksi todistettava;0
Ylläpitomaksu;0
